,DossierID,org,IsChinese,hsic,Industry Description,Country,hasFacebook,hasTwitter,hasWeibo,hasWeChat,hasTencentWeibo,ip201512,ip201601,ip201602,ip201603,ip201604,ip201605,ip201606,ip201607,ip201608,ip201609,ip201610,ip201611,ip201612,ip201701,ip201702,ip201703,as201512,as201601,as201602,as201603,as201604,as201605,as201606,as201607,as201608,as201609,as201610,as201611,as201612,as201701,as201702,as201703,nb201512,nb201601,nb201602,nb201603,nb201604,nb201605,nb201606,nb201607,nb201608,nb201609,nb201610,nb201611,nb201612,nb201701,nb201702,nb201703,ph201512,ph201601,ph201602,ph201603,ph201604,ph201605,ph201606,ph201607,ph201608,ph201609,ph201610,ph201611,ph201612,ph201701,ph201702,ph201703,ov201512,ov201601,ov201602,ov201603,ov201604,ov201605,ov201606,ov201607,ov201608,ov201609,ov201610,ov201611,ov201612,ov201701,ov201702,ov201703,av201512,av201601,av201602,av201603,av201604,av201605,av201606,av201607,av201608,av201609,av201610,av201611,av201612,av201701,av201702,av201703,cv201512,cv201601,cv201602,cv201603,cv201604,cv201605,cv201606,cv201607,cv201608,cv201609,cv201610,cv201611,cv201612,cv201701,cv201702,cv201703,pv201512,pv201601,pv201602,pv201603,pv201604,pv201605,pv201606,pv201607,pv201608,pv201609,pv201610,pv201611,pv201612,pv201701,pv201702,pv201703
364,1459,Mootech Pte Ltd,N,619900,Other miscellaneous telecommunications activities n.e.c.,SG,1,0,0,0,1,0,7936,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,1460,CITYLINK SOLUTIONS Pte Ltd,N,620200,Information technology consultancy activities and computer facilities management activities,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,1461,SetClear Pte Ltd,N,702200,Business management and consultancy services,SG,1,0,0,0,0,0,7936,7168,7936,7680,7680,5120,0,3840,7680,7936,7680,7936,7936,7168,7936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,1462,DCS1 Pte Ltd,N,639900,Other information service activities n.e.c.,SG,0,0,0,0,0,0,79360,71168,79360,76800,66560,40960,0,30720,61440,63488,61440,63488,63488,57344,63488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93,82,93,90,50,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,1463,AP TRANSIT PTE LTD,N,619900,Other miscellaneous telecommunications activities n.e.c.,SG,0,0,0,0,0,0,79360,71680,79360,76800,76800,51200,0,38400,76800,79360,76800,79360,79360,71680,79360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,310,280,310,300,300,200,0,150,300,310,300,310,310,280,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,99,126,54,31,7,16,13,3,0,7,31,28,31,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
369,1464,QMax Communications Pte Ltd,N,619900,Other miscellaneous telecommunications activities n.e.c.,SG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,1465,ReadySpace (SG) Pte Ltd,N,639900,Other information service activities n.e.c.,SG,1,1,0,0,0,0,87296,78848,87296,84480,84480,56320,0,42240,84480,87296,84480,87296,86784,78848,87296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,341,308,341,330,330,220,0,165,330,341,330,341,339,308,341,0,1,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,78,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,1,0,0,0,15,144,6432,520,8841,275,83,62,81,61,39,177,104,46,31,0,0,3,6,3,1,1,0,1,2,0,2,0,1,2,3
371,1466,Webex Communications Inc,N,639900,Other information service activities n.e.c.,US,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,1467,Sunflower Ltd,N,619900,Other miscellaneous telecommunications activities n.e.c.,SG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,1468,T-Systems International GmbH,N,639900,Other information service activities n.e.c.,SG,1,1,0,0,0,0,380928,353280,396800,384000,384000,256000,0,192000,388096,396800,384000,396800,396800,358400,462336,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,186,186,217,210,210,140,0,105,226,217,210,217,217,196,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,30,31,30,0,16,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,1470,Dell AP-Online,N,261100,Manufacture of electronic parts and components for computer and telecommunications equipment,SG,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1471,BNP Paribas,N,661201,Investment banking activities,SG,1,1,1,0,0,0,31744,28672,31744,30720,30720,20480,0,15360,30720,31744,30720,31744,31744,28672,31744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,1472,Sony Asia Pacific,N,261100,Manufacture of electronic parts and components for computer and telecommunications equipment,SG,1,1,1,1,0,0,222208,200704,222208,215040,215040,143360,0,107520,215040,222208,215040,222208,222208,200704,222208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,93,84,93,90,90,60,0,45,90,93,90,93,93,84,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1473,Usonyx Pte Ltd,N,631100,"Data processing, hosting and related activities",SG,1,1,0,0,0,0,359424,320000,366080,376320,376320,250880,0,188160,376320,395776,391680,404736,397312,361472,404736,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,310,298,352,360,360,240,0,180,360,399,420,434,405,376,434,5,13,14,66,56,45,30,5,4,1,0,1,2,1,1,0,7,12,8,0,16,15,5,0,0,11,13,0,2,5,2,0,5,11,13,67,55,44,34,5,4,1,0,1,2,2,4,0,0,14,234,6459,394,2676,5853,1150,110,129,137,139,2283,2105,2800,3875,0,0,0,2,1,6,19,0,3,4,3,29,64,9,15,6
378,1475,Apollo Management LP Asia AS,N,661201,Investment banking activities,SG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,1476,Genentech,N,721000,Research and development on natural sciences and engineering,SG,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1477,L'oreal,N,960299,Other beauty and body prettifying treatment,SG,1,1,1,1,1,0,31744,28672,31744,30720,30720,20480,0,15360,30720,31744,30720,31744,31744,28672,31744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,124,112,124,120,120,80,0,60,120,124,120,124,124,112,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1478,NetroNext Pte Ltd,N,829900,Other miscellaneous business support service activities n.e.c.,SG,0,0,0,0,0,0,31744,28672,31744,30720,30720,20480,0,15360,30720,31744,30720,31744,16896,14336,15872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,60,56,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,31,30,31,29,26,31,30,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1479,United Techinologies Corp,N,421000,Construction of civil engineering projects,US,0,1,0,0,1,0,7936,7168,7936,7680,7680,5120,0,3840,7680,7936,7680,7936,7936,7168,7936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,1480,1Asia Alliance Communication Limited,N,639900,Other information service activities n.e.c.,SG,1,0,0,0,0,0,214272,193536,214272,207360,202240,138240,0,103680,207360,192000,184320,191488,153856,136192,147712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,403,364,403,390,386,260,0,195,390,345,330,345,314,280,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,407,6405,83637,48345,8784,5779,2724,226,222,3252,4502,1888,31,0,0,0,14,93,355,140,0,63,107,53,491,254,39,17,27
384,1481,AxoGen Inc,N,869900,Miscellaneous human health services n.e.c,SG,1,1,0,0,0,0,7936,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,1482,Merrill Lynch & Co Inc,N,661201,Investment banking activities,SG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1483,PARAGON INTERNET GROUP LIMITED,N,631100,"Data processing, hosting and related activities",SG,1,0,0,0,0,0,7936,7168,7936,7680,7680,5120,0,3840,7680,7936,7680,7936,7936,7168,7936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1484,Atlantic.Net Inc,N,631100,"Data processing, hosting and related activities",SG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1485,Tesonet UAB,N,702200,Business management and consultancy services,SG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,1486,Instart Logic Inc,N,629000,Development of other softwares and programming activities,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,1487,Delta Software and Networks Limited,N,639900,Other information service activities n.e.c.,SG,1,1,0,0,0,0,31744,28672,31744,30720,30720,20480,0,15360,26624,0,0,0,29696,28672,31744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,26,0,0,0,29,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,1488,ACTELION PHARMACEUTICALS SINGAPORE,N,460428,Wholesale of drugs and pharmaceuticals,SG,0,0,0,0,0,0,0,0,0,0,2816,5120,0,3840,7680,7936,7680,7936,7936,7168,7936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,1489,Wargaming Interactive GmbH,N,639900,Other information service activities n.e.c.,SG,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,1490,SuperInternet ACCESS Pte Ltd,N,639900, Other information service activities n.e.c.,SG,1,0,0,0,0,0,261888,236544,531968,499200,499200,332800,0,249600,499200,515840,499200,515840,515840,465920,515840,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,62,56,173,120,120,80,0,60,120,124,120,124,124,112,124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,93,98,115,92,82,93,113,90,93,74,90,101,74,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
394,1491,Deutsche Bank,N,661201,Investment banking activities,SG,1,1,0,0,0,0,206336,186368,206336,199680,199680,133120,0,99840,199680,206336,199680,206336,206336,186368,206336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,527,476,527,510,510,340,0,255,510,527,510,527,527,476,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,1492,BP Pte Limited,N,451702,Export trading of oil fuels and lubricants,SG,1,1,1,0,0,0,7936,7168,7936,7680,7680,5120,0,3840,7680,7936,7680,7936,7936,7168,7936,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,1494,Lucasfilm Animation Co Singapore,N,591100,"Motion picture, video and television programme production activities",SG,1,1,0,0,0,0,7936,7168,7936,7680,7680,5120,0,3840,7680,7936,7680,7936,7936,7168,7680,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,1495,UBS ,N,661201,Investment banking activities,SG,1,1,1,0,0,0,4467968,4035584,4467968,4323840,4323840,2882304,0,2161920,4323840,4467968,4323840,4467968,4467968,4035584,4476160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,217,196,217,210,210,139,0,105,210,217,210,217,217,196,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,1496,Orange Business Services,N,702200,Business management and consultancy services,SG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,1497,Symbio Networks Pty Ltd,N,592000,Sound recording and music publishing activities,AU,0,0,1,1,0,0,23808,21504,23808,23040,23040,15360,0,11520,23040,23808,23040,23808,23808,21504,23808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,62,56,62,60,60,40,0,30,60,62,60,62,62,56,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1498,SIX Financial Information Singapore,N,661201,Investment banking activities,SG,1,1,0,0,0,0,7936,7168,7936,7680,7680,5120,0,3840,7680,7936,7680,7936,7936,7168,7936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1499,Sanofi-aventis Singapore Pte Ltd,N,869900,Miscellaneous human health services n.e.c.,SG,1,1,1,0,0,0,2047488,1849344,2047488,1981440,1981440,1320960,0,990720,1981440,2047488,1981440,2047488,2047488,1849344,2047488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,62,56,62,60,60,40,0,30,60,62,60,62,62,56,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,1500,Gemalto Pte Ltd,N,639900, Other information service activities n.e.c.,SG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,1501,China Unicom (Singapore) Operations Pte Ltd,N,611000,Telecommunications network operation,SG,1,1,1,1,1,0,31744,28672,31744,30720,30720,20480,0,15360,30720,31744,30720,31744,31744,28672,31744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,1502,Qualcomm,Y,729000,General and miscellaneous research and development services,US,1,1,1,1,0,0,7936,7168,7936,7680,7680,5120,0,3840,7680,7936,7680,7936,7936,7168,7936,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1504,Hewlett Packard Singapore,N,702200,Business management and consultancy services,SG,1,1,1,1,1,0,7936,7168,7936,7680,7680,5120,0,3840,7680,4096,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
